participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block,player.age,player.genre,player.etudes,player.filiere,player.selected,player.set,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
17,esdjuvzs,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.464743,1,,,0.0,17,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
18,z1ph1rle,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.489892,1,,,0.0,18,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
19,8s4p9ido,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.516209,1,,,0.0,19,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
20,0lo3v9m4,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.544502,1,,,0.0,20,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
21,hteaan1l,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.571771,1,,,0.0,21,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
22,dh0ap28o,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.599585,1,,,0.0,22,,0.0,2,,,,,2,15,nwyhbtl9,,,,,0
23,bv2u8c4i,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.628929,1,,,0.0,23,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
24,t1x9vp2r,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.656362,1,,,0.0,24,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
25,8fum76dn,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.685283,1,,,0.0,25,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
26,hwu9dirn,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.712426,1,,,0.0,26,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
27,7zjj7t0q,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.743581,1,,,0.0,27,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
28,d5de1j64,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.771279,1,,,0.0,28,,0.0,2,,,,,2,15,nwyhbtl9,,,,,0
29,htg7e2vb,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.798888,1,,,0.0,29,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
30,n8rus5ku,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.826084,1,,,0.0,30,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
31,12b504z4,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.856766,1,,,0.0,31,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
32,eqdkqjk0,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.884373,1,,,0.0,32,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
33,0we4j5kx,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.912482,1,,,0.0,33,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
34,y7jckwfi,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.939865,1,,,0.0,34,,0.0,1,,,,,1,16,nwyhbtl9,,,,,0
35,z78e5m78,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.967740,1,,,0.0,35,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
36,xhe46ugw,,1,32,32,dce,Conclusion,2026-01-16 09:56:11.995564,1,,,0.0,36,,0.0,2,,,,,2,15,nwyhbtl9,,,,,0
37,hmpg0wi2,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.024507,1,,,0.0,37,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
38,astxobh5,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.051586,1,,,0.0,38,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
39,naxfxitu,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.081115,1,,,0.0,39,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
40,vq2v54ir,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.109906,1,,,0.0,40,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
41,08bhld0j,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.137404,1,,,0.0,41,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
42,ryah47z9,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.165629,1,,,0.0,42,,0.0,1,,,,,2,16,nwyhbtl9,,,,,0
43,cdmbr9sm,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.193629,1,,,0.0,43,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
44,ako61478,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.221882,1,,,0.0,44,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
45,5jgskwcn,,1,32,32,dce,Conclusion,2026-01-16 09:56:12.249928,1,,,0.0,45,,0.0,2,,,,,1,15,nwyhbtl9,,,,,0
